Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,Customer_Type,City,Branch,Product,Category,Quantity,Unit_Price,Discount_%,Discount_Amount,Total_Amount,Payment_Method,Order_Type,Rating,Delivery_Minutes
ORD-000554,25-12-2023 21:02,CUST24314,Priya,62,Male,Regular,Ambattur,Mylapore,Iced Latte,Beverage,2,180,0,0,378,Wallet,Dine In,5,
ORD-018171,10-09-2024 19:16,CUST22624,Arun,43,Other,Regular,Chengalpattu,Anna Nagar,Cheese Sandwich,Food,1,220,20,44,184.8,Credit Card,Dine In,5,11
ORD-015967,29-10-2024 02:05,CUST5429,Divya,47,Other,Walk-in,Chengalpattu,Nungambakkam,Cappuccino,Beverage,1,160,15,24,142.8,Cash,Delivery,4,9
ORD-033492,04-06-2025 02:43,CUST19871,Nisha,57,Female,Regular,Chennai,Porur,French Fries,Food,1,160,20,32,134.4,Wallet,Delivery,5,
ORD-038344,09/18/2025 04:14,CUST4770,Arun,46,Other,Regular,Chengalpattu,OMR,Americanoo,Beverage,4,130,15,78,464.1,Cash,Dine In,5,54
ORD-037581,04-12-2025 06:22,CUST9485,Rahul,65,Female,Member,Kanchipuram,adyar,Veg Wrap,Food,2,200,10,40,378,Wallet,Take Away,5,
ORD-033077,09-02-2023 14:43,CUST14355,Meena,38,Other,Regular,Kanchipuram,  Anna Nagar  ,green tea,Beverage,3,100,0,0,315,Wallet,Dine In,4,
ORD-039229,22-01-2025 15:44,CUST6661,Ananya,39,Other,Regular,Chengalpattu,Mylapore,Latte,Beverage,1,170,0,0,178.5,Cash,Dine In,5,67
ORD-023339,06-05-2024 04:41,CUST1248,Karthik,,Other,Regular,Tambaram,Besant Nagar,Chicken Sandwich,Food,1,260,20,52,218.4,Wallet,Take Away,4,
ORD-034355,29-11-2024 05:23,CUST21579,Arun,56,Female,Member,Chengalpattu,Velachery,Green Tea,Beverage,2,100,10,20,189,Cash,Take Away,5,42
ORD-022874,23-08-2023 08:10,CUST19641,Rahul,55,,Regular,Chengalpattu,OMR,Latte,Beverage,2,170,0,0,357,Credit Card,Take Away,,30
ORD-010223,04-09-2025 22:49,CUST16060,Vignesh,20,Other,Regular,Chennai,Velachery,Croissant,Food,2,130,0,0,273,Cash,Delivery,4,
ORD-002387,01-04-2024 00:51,CUST22768,Arun,37,Other,Member,,Porur,Brownie,Food,2,150,0,0,315,Cash,Take Away,5,
ORD-018879,20-06-2024 03:30,CUST23560,Rahul,47,Other,Walk-in,Chennai,Porur,Chocolate Muffin,Food,1,150,10,15,141.75,Cash,Take Away,4,65
ORD-030136,20-07-2023 06:16,CUST2123,Rohit,44,Female,Regular,Tambaram,Triplicane,Cappuccino,Beverage,2,160,0,0,336,Wallet,Take Away,5,
ORD-019768,04-11-2024 07:59,CUST11101,Divya,31,Female,new,Chengalpattu,Mylapore,Cappuccino,Beverage,2,160,10,32,302.4,Credit Card,Delivery,5,46
ORD-029110,06-10-2023 11:27,CUST7833,Karthik,29,Female,Regular,Tambaram,Anna Nagar,Masala Tea,Beverage,2,90,10,18,170.1,Wallet,Delivery,5,66
ORD-047113,30-08-2023 15:06,CUST24960,Karthik,23,Male,Walk-in,Ambattur,Adyar,Masala Tea,Beverage,2,90,0,0,189,Cash,Dine In,5,69
ORD-034731,17-12-2023 08:44,CUST5029,Nisha,37,Female,Regular,CHENGALPATTU,Velachery,Veg Wrap,Food,4,200,0,0,840,Credit Card,Take Away,,
ORD-022797,04-05-2023 02:01,CUST17670,Sneha,20,Female,Walk-in,Kanchipuram,Triplicane,Hazelnut Coffee,Beverage,2,220,10,44,415.8,UPI,Dine In,5,
ORD-029301,27-01-2023 05:31,CUST14478,Harish,45,Male,New,Chennai,Nungambakkam,Brownie,Food,2,150,20,60,252,Cash,Dine In,4,
ORD-005256,04-07-2025 02:17,CUST9689,Aishwarya,56,Female,Walk-in,Tambaram,T Nagar,Chicken Sandwich,Food,1,260,10,26,245.7,Debit Card,Delivery,4,
ORD-012853,21-05-2023 15:06,CUST20000,Sanjay,55,Female,Member,Tambaram,Nungambakkam,Espresso,Beverage,1,110,0,0,115.5,UPI,Delivery,4,
ORD-029014,15-06-2024 13:24,CUST8678,Sanjay,61,Male,New,Tambaram,T Nagar,Filter Coffee,Beverage,1,90,15,13.5,80.33,Credit Card,Delivery,3,
ORD-037797,16-09-2023 14:21,CUST19642,Priya,44,female,Regular,Tambaram,Adyar,Latte,Beverage,1,170,0,0,178.5,cash ,Dine In,4,
ORD-027010,17-03-2023 14:02,CUST21253,Sneha,24,Other,Member,Kanchipuram,Mylapore,Mocha,Beverage,1,210,0,0,220.5,,Delivery,5,
ORD-045431,18-12-2024 17:21,CUST17493,Aishwarya,65,Female,Walk-in,Tambaram,Nungambakkam,Latte,Beverage,2,170,20,68,285.6,Debit Card,Take Away,4,
ORD-019936,08-01-2023 16:57,CUST22797,Keerthi,51,Male,Member,Ambattur,Porur,filter coffee,Beverage,2,90,20,36,151.2,UPI,Delivery,,
ORD-032400,28-07-2025 11:53,CUST19163,KARTHIK,26,Other,Member,Chengalpattu,Adyar,Blueberry Muffin,Food,2,140,0,0,294,Wallet,Delivery,4,
ORD-020586,19-09-2025 16:06,CUST21468,Harish,24,Other,Regular,Kanchipuram,Nungambakkam,Cold Coffee,Beverage,1,190,15,28.5,169.58,Wallet,delivery,5,
ORD-010404,16-01-2025 04:22,CUST15020,Sanjay,42,Other,Regular,Tambaram,T Nagar,Green Tea,Beverage,1,100,5,5,99.75,UPI,Take Away,4,62
ORD-013658,11-07-2024 07:20,CUST1846,Divya,32,Female,Regular,Kanchipuram,T Nagar,Croissant,Food,2,130,5,13,259.35,Cash,Dine In,4,63
ORD-038869,13-10-2023 17:10,CUST7849,Rahul,37,Other,Regular,Ambattur,Anna Nagar,Iced Latte,Beverage,4,180,0,0,756,Credit Card,Dine In,,
ORD-023498,03/28/2024 02:57,CUST16036,Meena,46,Female,Walk-in,Chennai,Mylapore,Latte,Beverage,2,170,5,17,339.15,Debit Card,Delivery,5,68
ORD-028344,04-05-2025 22:12,CUST13973,Karthik,40,Male,New,Ambattur,Triplicane,Chocolate Muffin,Food,1,150,0,0,157.5,Wallet,Delivery,4,44
ORD-048485,03-07-2023 04:00,CUST6133,Rahul,65,Other,Regular,Ambattur,Triplicane,French Fries,Food,1,160,0,0,168,UPI,Take Away,5,
ORD-035261,01-08-2023 21:27,CUST4606,Rahul,49,Female,  Regular  ,Ambattur,Mylapore,Cheese Sandwich,Food,1,220,20,44,184.8,Credit Card,Delivery,,
ORD-040244,12-08-2024 20:29,CUST21536,Sneha,65,Other,Regular,Chennai,Mylapore,Chocolate Muffin,Food,1,150,0,0,157.5,Credit Card,Dine In,,42
ORD-035493,21-10-2023 14:38,CUST6801,Sneha,57,Other,Walk-in,Kanchipuram,Anna Nagar,Cold Coffee,Beverage,1,190,0,0,199.5,UPI,Take Away,,
ORD-031059,06/18/2025 07:02,CUST15319,Vignesh,30,Other,Member,Tambaram,TRIPLICANE,Mocha,Beverage,1,210,10,21,198.45,UPI,Take Away,5,
ORD-032944,05-12-2025 19:27,CUST20366,Priya,44,Male,Member,Chengalpattu,Anna Nagar,Croissant,Food,5,130,15,97.5,580.12,Debit Card,Delivery,4,
ORD-044806,11-02-2023 07:14,CUST1209,Harish,21,Female,Member,Kanchipuram,Velachery,Green Tea,Beverage,2,100,0,0,210,Debit Card,Dine In,5,
ORD-041357,01-01-2025 08:49,CUST5073,Ananya,23,Male,Walk-in,Kanchipuram,Velachery,Cappuccino,Beverage,1,160,20,32,134.4,UPI,Take Away,4,18
ORD-044716,05-07-2025 11:09,CUST18320,Harish,52,Female,New,Chennai,Anna Nagar,Espresso,Beverage,1,110,15,16.5,98.17,Wallet,Take Away,5,24
ORD-028798,10-07-2024 21:00,CUST10209,Divya,19,Female,New,Chennai,Adyar,French Fries,Food,2,160,10,32,302.4,UPI,Dine In,,54
ORD-018898,08-07-2024 07:28,CUST22789,Rahul,48,Other,Regular,Chengalpattu,Porur,Green Tea,Beverage,2,100,0,0,210,Cash,Dine In,3,
ORD-020736,12/20/2023 12:23,CUST4508,Nisha,52,Female,Walk-in,Chengalpattu,Anna Nagar,Cold Coffee,Beverage,2,190,0,0,399,Cash,Dine In,4,
ORD-031398,26-10-2024 17:20,CUST22709,Meena,42,Other,Member,Kanchipuram,Triplicane,Cheese Sandwich,Food,1,220,10,22,207.9,Wallet,Dine In,4,32
ORD-012189,10/27/2023 03:52,CUST17978,Vignesh,20,Female,Walk-in,Ambattur,Velachery,Croissant,Food,1,130,20,26,109.2,Debit Card,Delivery,4,
ORD-018085,01-01-2024 22:57,CUST2190,Rahul,40,Male,New,Chennai,Porur,Latte,Beverage,1,170,0,0,178.5,Cash,Take Away,,54
ORD-008169,07-06-2025 10:39,CUST9848,Priya,42,Other,Walk-in,Chennai,Porur,Green Tea,Beverage,1,100,0,0,105,Wallet,Dine In,5,
ORD-017383,07-05-2023 17:31,CUST19078,Priya,61,Male,Walk-in,Chennai,Adyar,Chicken Sandwich,Food,5,260,0,0,1365,Credit Card,take away,5,
ORD-048130,25-11-2025 07:08,CUST15981,Priya,35,Male,Regular,Tambaram,T Nagar,Mocha,Beverage,1,210,0,0,220.5,WALLET,Dine In,3,14
ORD-029752,27-09-2025 07:17,CUST21026,Priya,55,Other,New,Chengalpattu,Triplicane,Americano,Beverage,2,130,15,39,232.05,Cash,Dine In,5,67
ORD-000193,08/20/2025 06:57,CUST23054,Keerthi,18,Male,Regular,Chengalpattu,Anna Nagar,Veg Wrap,Food,3,200,20,120,504,Credit Card,Take Away,5,22
ORD-031142,07-08-2025 04:25,CUST7732,Priya,50,Other,Walk-in,Chengalpattu,Triplicane,Mocha,Beverage,1,210,0,0,220.5,Cash,Take Away,4,
ORD-003518,21-06-2024 13:07,CUST8400,Monish,32,  Other  ,Member,Ambattur,Porur,Croissant,Food,2,130,15,39,232.05,Wallet,Take Away,3,
ORD-019722,10/17/2025 20:16,CUST8659,Vignesh,51,Other,Member,Ambattur,Nungambakkam,Chicken Sandwich,Food,3,260,0,0,819,Cash,Delivery,5,
ORD-028031,12-12-2024 02:45,CUST22305,Sneha,47,Female,Regular,Ambattur,anna nagar,Filter Coffee,Beverage,3,90,10,27,255.15,Credit Card,Dine In,4,12
ORD-018463,27-07-2025 12:53,CUST7666,Divya,50,Other,New,Kanchipuram,Mylapore,Brownie,Food,1,150,0,0,157.5,Credit Card,Dine In,3,
ORD-001439,16-11-2025 06:12,CUST1906,Priya,19,Female,Regular,Chengalpattu,T Nagar,Chicken Sandwich,Food,1,260,5,13,259.35,Debit Card,Delivery,5,65
ORD-008998,30-04-2025 03:10,CUST6644,Sneha,40,Male,Regular,Kanchipuram,Anna Nagar,Cold Coffee,Beverage,1,190,15,28.5,169.58,Credit Card,Dine In,5,34
ORD-017442,18-12-2024 15:07,CUST2609,Divya,24,Male,New,Chengalpattu,Velachery,French Fries,Food,1,160,20,32,134.4,Debit Card,  Take Away  ,3,12
ORD-002079,01-11-2024 00:55,CUST15378,Sneha,47,Male,Member,Kanchipuram,Besant Nagar,Chocolate Muffin,Food,2,150,0,0,315,Cash,Take Away,4,
ORD-023587,07/24/2024 04:46,CUST4998,,18,Male,Walk-in,Tambaram,Anna Nagar,Espresso,Beverage,1,110,10,11,103.95,UPI,Take Away,5,
ORD-039919,20-11-2025 21:22,CUST21801,Priya,46,Female,New,Chengalpattu,Besant Nagar,cappuccino,Beverage,2,160,10,32,302.4,Cash,Dine In,5,
ORD-030255,08/30/2024 01:15,CUST2996,Harish,21,Female,Member,Tambaram,Anna Nagar,Mocha,Beverage,1,210,15,31.5,187.43,Credit Card,Dine In,5,
ORD-023619,02-07-2023 13:14,CUST9112,Divya,18,Other,Member,Ambattur,Porur,Mocha,Beverage,1,210,20,42,176.4,Upi,Take Away,3,
ORD-044736,25-02-2025 13:20,CUST14211,Priya,56,Female,New,Ambattur,Besant Nagar,Chicken Sandwich,Food,1,260,10,26,245.7,Credit Card,Dine In,5,
ORD-012128,21-05-2025 09:01,CUST8876,Rahul,51,Other,Member,Tambaram,Velachery,Chocolate Muffin,Food,1,150,10,15,141.75,Cash,Dine In,5,
ORD-044540,16-05-2025 11:12,CUST15155,Monish,60,Male,Walk-in,Chengalpattu,Triplicane,Caramel Macchiato,Beverage,1,230,10,23,217.35,,DINE IN,3,
ORD-049393,28-04-2023 10:26,CUST20438,Priya,18,Male,Regular,Kanchipuram,Anna Nagar,Veg Wrap,Food,4,200,10,80,756,Debit Card,Delivery,5,53
ORD-037205,21-09-2023 10:24,CUST4727,Divya,65,  Other  ,New,Chengalpattu,Adyar,Masala Tea,Beverage,3,90,0,0,283.5,Wallet,Delivery,2,
ORD-035966,28-01-2025 04:43,CUST10706,Vignesh,5,Female,Regular,Chennai,T Nagar,Hazelnut Coffee,Beverage,1,220,20,44,184.8,Wallet,Delivery,5,
ORD-036553,05-10-2023 21:20,CUST16424,Meena,23,Male,New,Kanchipuram,OMR,Mocha,Beverage,1,210,10,21,198.45,Cash,Dine In,4,49
ORD-038145,03-11-2025 23:23,CUST4653,Sneha,,Other,Member,Ambattur,Mylapore,Chocolate Muffin,Food,1,150,10,15,141.75,Debit Card,Dine In,3,
ORD-012182,28-12-2024 11:21,CUST11308,Rahul,62,Other,Regular,Kanchipuram,Nungambakkam,Blueberry Muffin,Food,1,140,5,7,139.65,UPI,Take Away,4,58
ORD-035404,07-05-2023 11:17,CUST21684,Karthik,41,Male,Walk-in,Kanchipuram,Nungambakkam,Veg Wrap,Food,1,200,20,40,168,WALLET,Take Away,3,37
ORD-013303,06-04-2025 04:09,CUST19956,Priya,48,Male,Member,Kanchipuram,OMR,Cold Coffee,Beverage,2,190,0,0,399,Credit Card,Delivery,5,
ORD-003361,03-07-2023 03:54,CUST18932,Arun,55,Other,Regular,Chengalpattu,Velachery,Masala Tea,Beverage,2,90,20,36,151.2,Wallet,Dine In,5,
ORD-048641,05-04-2024 19:59,CUST5090,Meena,26,Male,Regular,Chengalpattu,Adyar,Chocolate Muffin,Food,3,150,20,90,378,Cash,Delivery,4,
ORD-038481,12-02-2024 13:03,CUST17729,Aishwarya,57,Female,Walk-in,Chengalpattu,Porur,Espresso,Beverage,1,110,5,5.5,109.73,Cash,Delivery,4,
ORD-046910,01-11-2023 00:07,CUST22414,Aishwarya,54,Female,Walk-in,Chengalpattu,Velachery,Blueberry Muffin,Food,2,140,0,0,294,Wallet,Dine In,4,34
ORD-001846,22-10-2023 17:53,CUST10378,Sneha,30,Other,Walk-in,Kanchipuram,Adyar,Americano,Beverage,1,130,0,0,136.5,Credit Card,Delivery,5,
ORD-038561,19-09-2023 13:10,CUST10652,Meena,59,Female,New,Kanchipuram,Besant Nagar,French Fries,Food,2,160,15,48,285.6,Credit Card,Delivery,5,
ORD-028450,12/22/2024 14:11,CUST19578,Monish,24,Female,New,Kanchipuram,T Nagar,Green Tea,Beverage,4,100,0,0,420,UPI,Take Away,5,64
ORD-032116,16-09-2023 01:28,CUST17975,Nisha,28,Other,New,Kanchipuram,T Nagar,Croissant,food,2,130,0,0,273,UPI,Delivery,5,
ORD-021738,01-01-2025 01:27,CUST3315,Keerthi,62,Male,Walk-in,Ambattur,Porur,iced latte,Beverage,1,180,15,27,160.65,Credit Card,Take Away,5,62
ORD-032206,29-06-2025 03:26,CUST19236,Arun,41,Male,Walk-in,Tambaram,Triplicane,Filter Coffee,Beverage,1,90,0,0,94.5,upi,Take Away,4,
ORD-000097,14-09-2025 09:06,CUST23612,Aishwarya,61,Female,Regular,  Kanchipuram  ,Velachery,Veg Wrap,Food,3,200,0,0,630,UPI,Take Away,4,
ORD-040661,29-03-2023 21:10,CUST3949,Vignesh,53,Male,New,Chennai,Nungambakkam,French Fries,Food,1,160,10,16,151.2,UPI,Dine In,3,48
ORD-023039,29-09-2023 04:56,CUST14430,Rahul,45,Female,Member,Chennai,OMR,Mocha,Beverage,1,210,10,21,198.45,Cash,Take Away,,43
ORD-045721,27-02-2024 20:03,CUST23563,Sanjay,49,Female,Regular,Ambattur,Besant Nagar,Blueberry Muffin,Food,2,140,10,28,264.6,Debit Card,Dine In,5,
ORD-009085,25-03-2023 13:19,CUST22977,Sneha,49,Male,Member,Chengalpattu,Besant Nagar,Green Tea,Beverage,2,100,0,0,210,Cash,Take Away,5,
ORD-021781,20-05-2023 08:39,CUST4147,Karthik,31,Male,Walk-in,Ambattur,OMR,Blueberry Muffin,Food,1,140,10,14,132.3,Cash,Dine In,,14
ORD-009538,21-06-2024 22:54,CUST16623,Sanjay,39,Other,Regular,chengalpattu,Velachery,Cheese Sandwich,Food,1,220,0,0,231,Debit Card,Take Away,5,
ORD-049125,19-09-2025 09:42,CUST21120,Priya,28,Other,Regular,Chennai,Velachery,Green Tea,Beverage,2,100,5,10,199.5,Credit Card,Take Away,5,
ORD-014212,25-01-2023 13:08,CUST17223,Ananya,59,Female,Regular,Ambattur,Velachery,Mocha,Beverage,1,210,15,31.5,187.43,Wallet,Take Away,5,
ORD-031185,23-09-2024 19:25,CUST17815,Karthik,40,Other,Walk-in,Chennai,Nungambakkam,Filter Coffee,Beverage,1,90,0,0,94.5,Wallet,Delivery,5,
ORD-039188,26-04-2025 21:12,CUST19687,Harish,46,Male,New,Chennai,OMR,Veg Wrap,Food,2,200,0,0,420,Credit Card,Dine In,3,
ORD-003700,17-01-2023 16:32,CUST6962,Karthik,42,Female,Member,Ambattur,OMR,Latte,Beverage,3,170,20,102,428.4,Debit Card,Take Away,4,
ORD-004107,17-08-2024 12:00,CUST6222,Sanjay,48,Male,Regular,Chennai,Mylapore,Brownie,Food,1,150,10,15,141.75,Credit Card,Take Away,4,37
ORD-008432,11-09-2023 12:54,CUST8683,Divya,46,Other,Regular,Tambaram,Velachery,Caramel Macchiato,Beverage,1,230,10,23,217.35,Cash,Dine In,5,
ORD-043859,02/21/2024 09:49,CUST19207,Priya,24,Male,New,Chengalpattu,OMR,masala tea,Beverage,1,90,10,9,85.05,Credit Card,Dine In,5,67
ORD-041968,10-07-2024 22:00,CUST1705,Monish,42,Male,Regular,Chennai,Triplicane,Chicken Sandwich,Food,1,260,20,52,218.4,Cash,Take Away,1,
ORD-025741,12-10-2025 18:09,CUST20548,Rahul,21,Male,Walk-in,Chengalpattu,Porur,Green Tea,Beverage,1,100,20,20,84,Cash,Dine In,4,51
ORD-048705,21-12-2025 05:11,CUST2950,Harish,50,Female,New,Chengalpattu,Anna Nagar,Iced Latte,Beverage,1,180,10,18,170.1,Cash,Take Away,,
ORD-018721,19-11-2025 17:21,CUST6445,karthik,43,Female,Walk-in,Tambaram,Nungambakkam,Croissant,Food,2,130,10,26,245.7,UPI,Dine In,4,
ORD-040103,14-11-2024 20:01,CUST22137,Priya,49,Female,New,Tambaram,Adyar,Mocha,Beverage,4,210,5,42,837.9,  Debit Card  ,Take Away,5,24
ORD-014949,19-07-2025 14:49,CUST19808,Rohit,25,Male,Walk-in,Ambattur,Nungambakkam,Brownie,Food,1,150,10,15,141.75,Cash,Delivery,,38
ORD-037193,13-02-2024 13:02,CUST24428,Aishwarya,58,Male,New,CHENGALPATTU,Triplicane,Cappuccino,Beverage,3,160,0,0,504,Credit Card,Take Away,4,25
ORD-039678,01/23/2024 06:00,CUST13897,Ananya,41,Other,Member,Ambattur,Triplicane,Hazelnut Coffee,  Beverage  ,1,220,5,11,219.45,Wallet,Take Away,1,
ORD-011989,05/24/2023 15:50,CUST20290,Priya,57,Female,Regular,Tambaram,Anna Nagar,Iced Latte,Beverage,1,180,5,9,179.55,UPI,Dine In,,
ORD-044066,11-09-2025 08:29,CUST22899,Divya,32,Male,Member,Chennai,T Nagar,Green Tea,Beverage,1,100,20,20,84,Debit Card,Delivery,3,
ORD-019883,14-11-2024 12:19,CUST18914,Keerthi,56,Other,  Member  ,Ambattur,Triplicane,Croissant,Food,2,130,0,0,273,Credit Card,Delivery,4,56
ORD-030122,02-01-2023 20:27,CUST14417,Vignesh,33,Other,Walk-in,Ambattur,Nungambakkam,caramel macchiato,Beverage,1,230,15,34.5,205.28,Credit Card,Take Away,5,
ORD-005224,08-12-2023 03:01,CUST16676,Aishwarya,51,Other,Regular,Tambaram,OMR,Cheese Sandwich,Food,1,220,20,44,184.8,Cash,Take Away,5,
ORD-029976,09-06-2023 14:03,CUST24500,Priya,24,,Member,Tambaram,Nungambakkam,Green Tea,Beverage,4,100,10,40,378,UPI,Delivery,4,
ORD-017691,20-09-2024 21:53,CUST24449,Nisha,37,Female,Member,Chengalpattu,Porur,Hazelnut Coffee,  Beverage  ,2,220,0,0,462,Debit Card,Take Away,4,
ORD-039218,23-06-2023 07:21,CUST1069,Sneha,30,Male,Regular,Chennai,Anna Nagar,Caramel Macchiato,Beverage,2,230,10,46,434.7,Wallet,Take Away,4,
ORD-037321,24-04-2023 01:56,CUST2167,Vignesh,54,Female,Regular,Chengalpattu,Anna Nagar,Croissant,Food,1,130,0,0,136.5,Debit Card,Delivery,3,
ORD-009162,07-07-2023 03:56,CUST4847,Harish,44,Other,Regular,Ambattur,ADYAR,Brownie,Food,3,150,5,22.5,448.88,Cash,Dine In,,
ORD-004575,02-02-2025 03:40,CUST10673,Rohit,46,Other,Walk-in,Chengalpattu,  Triplicane  ,cappuccino ,Beverage,2,160,10,32,302.4,Wallet,Delivery,3,48
ORD-018310,09-04-2025 21:16,CUST3376,Karthik,40,Female,Walk-in,Chennai,T Nagar,Filter Coffee,Beverage,1,90,10,9,85.05,,Dine In,5,22
ORD-047313,04-03-2025 04:08,CUST20558,Arun,42,Other,New,Kanchipuram,Mylapore,Iced Latte,Beverage,1,180,0,0,189,Credit Card,Delivery,3,50
ORD-000022,03/26/2023 12:15,CUST7762,Monish,33,Female,Member,Chengalpattu,Anna Nagar,Americano,Beverage,1,130,20,26,109.2,Cash,Take Away,4,
ORD-019720,10-11-2023 02:23,CUST18090,Divya,53,Female,Regular,Kanchipuram,Nungambakkam,Green Tea,Beverage,3,100,10,30,283.5,Cash,Take Away,5,24
ORD-011158,27-10-2023 03:26,CUST6438,  Nisha  ,35,Other,Walk-in,Chennai,Besant Nagar,Latte,Beverage,1,170,0,0,178.5,UPI,Take Away,1,
ORD-004739,11-04-2024 06:27,CUST24092,Meena,33,Female,New,Chengalpattu,Velachery,Brownie,Food,1,150,0,0,157.5,UPI,Take Away,5,
ORD-013840,11-01-2023 17:42,CUST23780,Keerthi,33,Female,Member,Tambaram,T Nagar,Chocolate Muffin,Food,1,150,0,0,157.5,Credit Card,Delivery,3,56
ORD-020134,04/13/2024 16:49,CUST22776,Ananya,53,female,Member,Chengalpattu,T Nagar,Hazelnut Coffee,Beverage,2,220,10,44,415.8,Debit Card,Take Away,5,34
ORD-017594,17-11-2025 02:48,CUST7376,Harish,27,Female,walk-in,Ambattur,Nungambakkam,  Cold Coffee  ,Beverage,1,190,0,0,199.5,Wallet,Delivery,4,
ORD-036143,08-09-2023 21:56,CUST4222,Arun,30,Female,Walk-in,Chennai,Triplicane,Mocha,Beverage,1,210,15,31.5,187.43,Wallet,Delivery,,
ORD-016316,03-10-2023 12:36,CUST23894,Rahul,26,Female,Regular,Chengalpattu,T Nagar,Caramel Macchiato,Beverage,1,230,0,0,241.5,Wallet,Delivery,4,
ORD-002311,07-04-2023 02:50,CUST6154,Monish,30,Other,Member,Kanchipuram,Triplicane,Blueberry Muffin,Food,2,140,5,14,279.3,Debit Card,Take Away,4,
ORD-045143,03-09-2025 13:54,CUST13069,Priya,26,Female,Member,Ambattur,Triplicane,Chicken Sandwich,Food,1,260,0,0,273,Wallet,Dine In,4,
ORD-029794,05-08-2023 04:43,CUST1278,Aishwarya,60,Female,Member,Ambattur,Porur,Filter Coffee,Beverage,2,90,5,9,179.55,UPI,Dine In,4,
ORD-023998,03-06-2025 06:59,CUST8565,,44,Female,Member,Ambattur,Velachery,Masala Tea,Beverage,1,90,10,9,85.05,UPI,Delivery,5,28
ORD-048559,02-03-2023 22:40,CUST4671,Rohit,39,Other,Walk-in,Chengalpattu,Mylapore,Brownie,  Food  ,1,150,20,30,126,Credit Card,Take Away,5,
ORD-045583,10/18/2024 09:37,CUST20812,Sanjay,50,Female,Member,Kanchipuram,OMR,Cheese Sandwich,Food,1,220,20,44,184.8,Wallet,Delivery,5,
ORD-010496,06-12-2023 02:33,CUST17850,Divya,28,Female,Member,Chennai,Nungambakkam,Hazelnut Coffee,  Beverage  ,2,220,10,44,415.8,Cash,Take Away,4,
ORD-037071,03-09-2025 11:08,CUST18048,Sneha,57,Male,Regular,Ambattur,OMR,Cheese Sandwich,Food,1,220,15,33,196.35,Cash,Take Away,,
ORD-017875,10-10-2025 16:08,CUST6490,Keerthi,51,Female,New,Ambattur,T Nagar,Masala Tea,Beverage,1,90,0,0,94.5,UPI,Dine In,5,
ORD-017783,19-01-2025 10:44,CUST11799,Karthik,34,Other,Member,Chengalpattu,T Nagar,chicken sandwich,Food,1,260,15,39,232.05,Credit Card,Take Away,4,
ORD-007652,11/18/2024 03:25,CUST19147,Ananya,22,Other,Walk-in,Kanchipuram,Nungambakkam,Croissant,Food,3,130,10,39,368.55,Debit Card,Delivery,5,54
ORD-008427,07/15/2024 22:28,CUST23974,Nisha,32,Male,Walk-in,Kanchipuram,Porur,Brownie,Food,2,150,20,60,252,Cash,Take Away,3,
ORD-043640,10/13/2025 00:08,CUST17050,Arun,21,Other,Regular,Chennai,triplicane,Iced Latte,Beverage,3,180,20,108,453.6,Cash,Take Away,,
ORD-016116,27-12-2024 04:58,CUST4579,Aishwarya,25,Other,Walk-in,Chennai,Velachery,Iced Latte,Beverage,2,180,0,0,378,UPI,Dine In,2,
ORD-018443,11-03-2025 05:09,CUST24703,Divya,63,Female,New,Chennai,Velachery,Hazelnut Coffee,Beverage,1,220,34,74.8,152.46,Wallet,Delivery,4,
ORD-035636,15-03-2024 16:19,CUST11915,Divya,37,male,Regular,Tambaram,Besant Nagar,Chocolate Muffin,Food,3,150,0,0,472.5,UPI,Take Away,4,11
ORD-005482,03/23/2023 09:51,CUST22014,Sanjay,31,Male,REGULAR,Ambattur,  T Nagar  ,Veg Wrap,FOOD,2,200,0,0,420,Debit Card,Take Away,1,
ORD-038071,09/23/2024 12:58,CUST18063,Meena,51,Female,Walk-in,Chengalpattu,Besant Nagar,Croissant,Food,2,130,0,0,273,UPI,Delivery,4,
ORD-019707,05-07-2025 04:56,CUST20866,Sanjay,44,Female,Member,Tambaram,OMR,Brownie,Food,1,150,10,15,141.75,Cash,Dine In,3,63
ORD-049854,09-04-2024 23:27,CUST5734,Aishwarya,29,Male,Member,Chennai,Triplicane,Latte,Beverage,4,170,50,340,357,UPI,Delivery,5,30
ORD-024681,11-04-2023 07:41,CUST7592,Priya,61,Male,Walk-in,Chengalpattu,Besant Nagar,Croissant,Food,1,130,10,13,122.85,Cash,Delivery,4,
ORD-008859,02-08-2024 04:31,CUST8057,Vignesh,60,Male,Member,Ambattur,Anna Nagar,Veg Wrap,Food,2,200,0,0,420,Credit Card,Dine In,3,21
ORD-042714,02-03-2023 01:08,CUST3794,Vignesh,46,Other,Regular,Kanchipuram,Nungambakkam,Cold Coffee,Beverage,1,190,0,0,199.5,Cash,Delivery,,26
ORD-001223,12/16/2023 14:26,CUST15517,Karthik,19,Male,Member,Ambattur,Anna Nagar,Croissant,Food,4,130,0,0,546,Cash,Dine In,5,
ORD-038603,02-04-2024 16:38,CUST8387,Divya,40,Female,Walk-in,Tambaram,Mylapore,Caramel Macchiato,Beverage,1,230,10,23,217.35,Credit Card,Dine In,4,
ORD-000878,12/14/2024 07:25,CUST6838,,20,Male,New,Chengalpattu,Anna Nagar,Veg Wrap,Food,1,200,0,0,210,Credit Card,Take Away,3,56
